Job_Role,Skill_1,Skill_2,Skill_3,Skill_4,Skill_5,Skill_6,Skill_7,Skill_8,Skill_9,Skill_10,Skill_11,Skill_12,Skill_13,Skill_14,Skill_15,Skill_16,Skill_17,Skill_18
Test Engineer,BigQuery,Nginx,LESS,Hibernate,Testing,GraphQL,SQL,GitLab,Matlab,JIRA,Mocha,Leadership,Confluence,TensorRT,Kafka,AR,,
Big Data Engineer,Shell Scripting,Hadoop,Matlab,VSCode,DSA,Airflow,MongoDB,FastAPI,Nuxt.js,Functional Programming,JIRA,Linux CLI,SASS,Apache,Simulink,,,
Scrum Master,PySpark,LLVM,Babel,Bitbucket,API Management,R,Linux CLI,OOP,Django,,,,,,,,,
Web Developer,BigQuery,SQL,JIRA,VR,Math,Leadership,Athena,Emacs,Kafka,Vulkan,Scrum,Simulink,,,,,,
Computer Vision Engineer,Simulink,Confluence,BigQuery,Apache,Next.js,Chai,OpenGL,Scrum,DSA,,,,,,,,,
Data Analyst,Simulink,Debugging,Shell Scripting,Verilog,System Design,Leadership,GraphQL,FastAPI,,,,,,,,,,
Mobile Developer,FastAPI,BigQuery,Cloud Computing,Superset,Nuxt.js,CI/CD,DSA,Apache,Linux CLI,Hibernate,,,,,,,,
IT Project Manager,Scrum,GitHub,Agile,Testing,Babel,CI/CD,Apache,FPGA,,,,,,,,,,
Data Engineer,Webpack,SQL,Linux CLI,MongoDB,Simulink,Redux,Kotlin,CD,ROS,,,,,,,,,
Information Security Analyst,OpenGL,Cloud Computing,SQL,Functional Programming,Vulkan,Spring Boot,Django,Analytics,BigQuery,Linux CLI,Snowflake,CI/CD,GitLab,GraphQL,Mocha,,,
Ethical Hacker,Shell Scripting,Snowflake,Hibernate,ROS,TensorRT,Flask,Functional Programming,SQL,GitLab,Jest,Linux CLI,Vulkan,AR,MongoDB,Spring Boot,Jupyter,,
IT Support Specialist,TensorRT,Matlab,LESS,Chai,Spring Boot,BigQuery,Agile,Shell Scripting,MongoDB,Computer Vision,,,,,,,,
Fullstack Developer,Cloud Computing,VSCode,Storybook,Simulink,Kafka,GitHub,Next.js,Communication,JIRA,Snowflake,Android,SASS,Testing,,,,,
AI Researcher,Computer Vision,Matlab,Agile,BigQuery,VR,Cloud Computing,Chai,SASS,Jest,Analytics,Storybook,Next.js,Testing,JIRA,FPGA,Looker,CD,
Data Scientist,Simulink,Debugging,Athena,Hibernate,Scrum,DSA,Storybook,RESTful API,Leadership,Next.js,Computer Vision,FPGA,GitHub,SQL,Redux,,,
AI Researcher,Hibernate,Kafka,Agile,Matlab,Chai,VR,Emacs,Verilog,OOP,Babel,,,,,,,,
Integration Engineer,Jest,SASS,Leadership,FPGA,Babel,Testing,MongoDB,Django,,,,,,,,,,
Game Designer,Hadoop,Django,VR,Matlab,Computer Vision,Spark,Snowflake,BigQuery,CI,,,,,,,,,
Business Intelligence Analyst,TensorRT,Functional Programming,VR,Agile,Apache,Kafka,AR,Linux CLI,ElasticSearch,Kotlin,Testing,Spring Boot,Scrum,PySpark,,,,
Security Engineer,Security,iOS,JIRA,NoSQL,Shell Scripting,ElasticSearch,Analytics,Hadoop,,,,,,,,,,
Technical Lead,Nginx,Chai,R,DSA,API Management,Flask,Spring Boot,FastAPI,Snowflake,,,,,,,,,
Automation Engineer,ElasticSearch,Jest,ROS,AR,OOP,R,Debugging,Kafka,NoSQL,VR,Leadership,Bitbucket,Communication,RESTful API,Athena,,,
Business Intelligence Analyst,Snowflake,Linux CLI,System Design,Shell Scripting,DSA,ElasticSearch,Cloud Computing,PySpark,Emacs,,,,,,,,,
Embedded Systems Engineer,Hibernate,FPGA,ElasticSearch,Redux,Debugging,Leadership,Analytics,Jupyter,Vulkan,SQL,API Management,,,,,,,
Digital Forensics Analyst,Debugging,Agile,Math,Confluence,CI,System Design,JIRA,RESTful API,Babel,Hibernate,AR,Emacs,iOS,Nuxt.js,,,,
Site Admin,DSA,JIRA,CI/CD,Verilog,Webpack,PySpark,Babel,Flask,Athena,,,,,,,,,
Research Engineer,CI,Hibernate,Apache,Airflow,Shell Scripting,Athena,Leadership,Redux,ROS,RESTful API,Swift,Next.js,Looker,Mocha,Superset,SQL,,
Software Engineer,CI/CD,Chai,CI,Android,Django,FPGA,ROS,Kotlin,Looker,Computer Vision,Linux CLI,LESS,Debugging,Redis,ETL,Testing,Storybook,
Web Developer,Jupyter,GitHub,Hibernate,Storybook,Nginx,FPGA,Computer Vision,Emacs,GitLab,VR,BigQuery,Athena,Debugging,,,,,
AI Engineer,Babel,LESS,Storybook,FPGA,MongoDB,Debugging,Jupyter,Looker,Jest,SQL,TensorRT,Nuxt.js,Spring Boot,RESTful API,Simulink,Emacs,,
AI Engineer,Simulink,PySpark,Looker,Emacs,ElasticSearch,Flask,CD,Jest,Functional Programming,,,,,,,,,
VR Developer,GitLab,BigQuery,VR,CI,Apache,Mocha,GitHub,ETL,Xamarin,FPGA,SQL,Cloud Computing,ROS,Storybook,Analytics,Spark,Vulkan,LLVM
Software Engineer,GitLab,Spring Boot,Nginx,Computer Vision,Swift,Math,Superset,Analytics,,,,,,,,,,
Big Data Engineer,ETL,JIRA,Swift,SQL,CI,FPGA,Communication,CD,FastAPI,ROS,DSA,System Design,ElasticSearch,OpenGL,Vulkan,,,
IT Project Manager,VR,Matlab,Android,Storybook,Django,Debugging,Testing,AR,,,,,,,,,,
IT Consultant,Analytics,Shell Scripting,Math,Bitbucket,Babel,Superset,Jupyter,JIRA,BigQuery,Spring Boot,Linux CLI,Spark,Verilog,Nuxt.js,Redis,ElasticSearch,Matlab,VR
IoT Engineer,GitLab,OpenGL,Analytics,MongoDB,Superset,FPGA,Matlab,Nginx,Vulkan,LLVM,OOP,Kotlin,GitHub,Flask,Storybook,Redis,Communication,
Game Designer,Linux CLI,Agile,Nginx,Kafka,Next.js,ETL,API Management,Jupyter,Confluence,GitLab,Chai,NoSQL,Bitbucket,Debugging,Redux,,,
Compliance Engineer,Nuxt.js,Next.js,System Design,Hibernate,Security,Shell Scripting,R,GitLab,FPGA,Apache,Swift,DSA,API Management,TensorRT,VSCode,Hadoop,Jupyter,
Data Scientist,Linux CLI,Cloud Computing,Android,RESTful API,Agile,Verilog,PySpark,Leadership,Emacs,Analytics,Swift,TensorRT,Security,,,,,
Web3 Developer,Cloud Computing,R,Vulkan,Storybook,Security,Superset,Jest,OpenGL,CI/CD,Snowflake,Next.js,Agile,LLVM,ROS,Swift,DSA,,
Game Designer,CD,FastAPI,R,Babel,API Management,Computer Vision,Nuxt.js,ETL,Looker,Airflow,Xamarin,Bitbucket,ElasticSearch,Next.js,Swift,Simulink,Redux,Flask
Tech Support Engineer,Shell Scripting,Confluence,Agile,Babel,Kafka,Cloud Computing,Xamarin,Hibernate,TensorRT,,,,,,,,,
Linux Administrator,Nuxt.js,Airflow,Agile,Hadoop,Matlab,SASS,PySpark,DSA,Computer Vision,Security,Flask,Android,Linux CLI,,,,,
Mobile Developer,Analytics,Functional Programming,Swift,CI,JIRA,iOS,Apache,Superset,R,GitHub,SASS,MongoDB,NoSQL,,,,,
Web Developer,R,TensorRT,GitLab,Shell Scripting,Bitbucket,ROS,Storybook,JIRA,Nuxt.js,,,,,,,,,
Data Governance Specialist,Nginx,LESS,Chai,System Design,JIRA,Cloud Computing,Jest,NoSQL,Math,Nuxt.js,Testing,Swift,API Management,,,,,
System Administrator,iOS,FastAPI,JIRA,Kafka,R,Bitbucket,Spring Boot,SQL,Next.js,FPGA,Spark,OpenGL,Functional Programming,Hibernate,Leadership,,,
Frontend Developer,SQL,iOS,Athena,Hibernate,GitLab,NoSQL,Flask,Matlab,,,,,,,,,,
Integration Engineer,CI,Superset,Mocha,Jest,Swift,Testing,Communication,OOP,Xamarin,,,,,,,,,
Ethical Hacker,Xamarin,SASS,TensorRT,Linux CLI,Debugging,Communication,Redis,Flask,iOS,Babel,CI,VR,,,,,,
Research Engineer,Xamarin,ElasticSearch,Nginx,Hibernate,NoSQL,CI,Swift,Verilog,,,,,,,,,,
System Administrator,BigQuery,Jupyter,VSCode,Redis,Airflow,Django,Android,R,Scrum,Communication,,,,,,,,
DevOps Engineer,Redux,Confluence,OOP,MongoDB,Computer Vision,iOS,NoSQL,Flask,TensorRT,Android,ROS,Verilog,,,,,,
Blockchain Developer,Kotlin,Next.js,Communication,Mocha,JIRA,FPGA,iOS,Webpack,Jest,Debugging,Nginx,,,,,,,
Web3 Developer,Nuxt.js,Jest,OOP,Emacs,Hadoop,Kafka,Chai,Security,TensorRT,,,,,,,,,
Frontend Developer,RESTful API,Looker,Spring Boot,NoSQL,Linux CLI,AR,DSA,Hibernate,Android,Xamarin,CD,Testing,Spark,Babel,ElasticSearch,,,
IT Support Specialist,Flask,System Design,Matlab,LESS,SQL,Kafka,iOS,Android,Spring Boot,,,,,,,,,
Web Developer,JIRA,Vulkan,ROS,Babel,SASS,Scrum,Jupyter,Leadership,,,,,,,,,,
Digital Forensics Analyst,Hadoop,Matlab,Spark,Snowflake,Hibernate,Simulink,Webpack,PySpark,Testing,Nuxt.js,Kafka,CI,Linux CLI,VR,Analytics,,,
QA Engineer,System Design,LLVM,VR,SASS,PySpark,Redis,CD,NoSQL,JIRA,GitLab,Spring Boot,Athena,Leadership,Emacs,,,,
Backend Developer,ROS,Linux CLI,Swift,OOP,RESTful API,Athena,Matlab,FPGA,Leadership,VSCode,Cloud Computing,NoSQL,ETL,,,,,
UI/UX Designer,CI,iOS,TensorRT,DSA,Spring Boot,Verilog,LESS,Webpack,Confluence,MongoDB,GitLab,Security,Hadoop,LLVM,,,,
AI Researcher,JIRA,CI/CD,Agile,Leadership,CI,LESS,Next.js,Nginx,ETL,Superset,MongoDB,FPGA,Analytics,,,,,
Research Engineer,Athena,Linux CLI,Superset,Leadership,Storybook,Jest,Chai,Security,Android,OpenGL,API Management,Debugging,Simulink,,,,,
Data Engineer,BigQuery,Athena,TensorRT,Mocha,Airflow,Next.js,Analytics,Simulink,CI,DSA,,,,,,,,
Data Scientist,R,Cloud Computing,Security,Linux CLI,Nginx,SQL,GraphQL,NoSQL,Redux,Hibernate,Shell Scripting,Next.js,,,,,,
Digital Forensics Analyst,Kafka,LESS,Spark,RESTful API,SQL,iOS,NoSQL,Jupyter,Debugging,Verilog,SASS,CI/CD,Scrum,,,,,
DevOps Engineer,ETL,Leadership,Webpack,Next.js,Confluence,Matlab,Spark,GitHub,,,,,,,,,,
AI Engineer,PySpark,Spring Boot,Analytics,MongoDB,Hadoop,GitLab,SASS,SQL,NoSQL,,,,,,,,,
Data Scientist,Kotlin,ElasticSearch,Scrum,Functional Programming,CI/CD,FastAPI,Agile,Linux CLI,Emacs,Looker,TensorRT,Cloud Computing,Vulkan,PySpark,Nginx,Flask,ROS,
Security Engineer,GraphQL,Superset,AR,Kafka,Scrum,Spring Boot,BigQuery,Airflow,System Design,,,,,,,,,
Frontend Developer,DSA,R,Snowflake,VR,SQL,Shell Scripting,NoSQL,Kotlin,CI/CD,Airflow,Nuxt.js,SASS,Storybook,Bitbucket,Hibernate,Leadership,TensorRT,
Fullstack Developer,Redux,GitLab,Testing,ROS,Apache,CI/CD,Linux CLI,Bitbucket,Airflow,Redis,MongoDB,Webpack,Looker,,,,,
Infrastructure Engineer,Flask,ROS,Communication,Android,Emacs,Looker,AR,FastAPI,,,,,,,,,,
AI Engineer,Android,Bitbucket,Superset,AR,Hibernate,SQL,Nginx,Verilog,Nuxt.js,Chai,DSA,GitHub,Matlab,Spring Boot,JIRA,R,,
Fullstack Developer,Confluence,Flask,Analytics,Shell Scripting,Math,GitLab,VSCode,Android,Security,Emacs,Redux,,,,,,,
Cloud Security Engineer,AR,Functional Programming,Superset,Computer Vision,Shell Scripting,Testing,Nuxt.js,Android,VR,Spark,Analytics,Kotlin,,,,,,
Game Developer,Bitbucket,Spring Boot,Spark,System Design,Mocha,Looker,JIRA,Jest,FPGA,CI,Nginx,BigQuery,Verilog,Leadership,,,,
IT Support Specialist,VR,TensorRT,Math,PySpark,API Management,NoSQL,LESS,CI,LLVM,Shell Scripting,SQL,GitHub,Nginx,,,,,
NLP Engineer,JIRA,GraphQL,GitHub,Flask,Nuxt.js,Computer Vision,Webpack,Storybook,Cloud Computing,Kafka,Xamarin,Communication,Athena,,,,,
AR/VR Developer,Testing,R,Hadoop,OpenGL,Linux CLI,Spring Boot,Storybook,BigQuery,Confluence,MongoDB,Functional Programming,Athena,TensorRT,,,,,
Software Engineer,Jupyter,Storybook,iOS,TensorRT,GitHub,SQL,Webpack,Redux,,,,,,,,,,
Realtime System Engineer,Apache,Testing,Hibernate,Agile,Kotlin,Flask,Emacs,Debugging,Nuxt.js,LLVM,Bitbucket,Jest,Redux,LESS,Next.js,,,
DevOps Engineer,Kafka,VSCode,Chai,OOP,TensorRT,Nuxt.js,VR,Communication,BigQuery,Linux CLI,Leadership,Airflow,,,,,,
Database Administrator,Hibernate,Nuxt.js,Leadership,LESS,OOP,Nginx,SASS,Agile,ElasticSearch,FastAPI,Computer Vision,ROS,,,,,,
IT Consultant,Chai,ElasticSearch,Matlab,Flask,Kafka,Apache,Vulkan,Athena,DSA,,,,,,,,,
IT Consultant,Redis,GitHub,Kafka,Confluence,MongoDB,Nginx,BigQuery,RESTful API,,,,,,,,,,
AI Researcher,Snowflake,DSA,Linux CLI,Jest,Kotlin,OpenGL,Hadoop,Functional Programming,Superset,Looker,Spring Boot,R,Scrum,MongoDB,JIRA,iOS,SQL,Nuxt.js
Product Manager,Spark,Redux,API Management,Nuxt.js,Flask,FPGA,Cloud Computing,Communication,,,,,,,,,,
AI Researcher,Storybook,SQL,JIRA,ROS,TensorRT,Verilog,API Management,OpenGL,VR,AR,Computer Vision,,,,,,,
Embedded Systems Engineer,BigQuery,Jest,Xamarin,Computer Vision,Communication,ROS,Snowflake,Scrum,,,,,,,,,,
Technical Lead,FPGA,Bitbucket,Xamarin,Spring Boot,Cloud Computing,iOS,Airflow,Athena,MongoDB,Babel,Redis,Vulkan,Android,Nuxt.js,VR,ElasticSearch,CI/CD,Agile
Data Engineer,Computer Vision,Debugging,Communication,Vulkan,CI,Leadership,VR,MongoDB,RESTful API,Security,Hibernate,NoSQL,Chai,ROS,,,,
Site Reliability Engineer,Jest,GraphQL,Bitbucket,Snowflake,Communication,R,MongoDB,Scrum,,,,,,,,,,
Cybersecurity Analyst,R,Snowflake,Agile,Athena,Mocha,DSA,Verilog,Webpack,GitHub,Looker,Debugging,Airflow,Kafka,Babel,,,,
Ethical Hacker,CI/CD,Kafka,SASS,Verilog,LESS,Chai,OOP,Communication,LLVM,,,,,,,,,
IoT Engineer,Webpack,FPGA,VR,Django,Math,Cloud Computing,Kotlin,Snowflake,Airflow,Security,Xamarin,Leadership,SQL,JIRA,OOP,Kafka,ROS,
Technical Writer,Django,Android,Matlab,ROS,ETL,Jest,AR,Looker,Linux CLI,CI,Simulink,Computer Vision,Snowflake,OOP,,,,
Tech Support Engineer,CI,Nginx,Scrum,Looker,CD,Mocha,GitLab,Spring Boot,Debugging,,,,,,,,,
Security Engineer,Next.js,Redis,Simulink,Hadoop,iOS,Kotlin,Flask,RESTful API,Security,Redux,GitLab,Looker,Mocha,FPGA,Analytics,,,
Technical Lead,Linux CLI,Redux,API Management,NoSQL,Spring Boot,SQL,ROS,Xamarin,Bitbucket,Confluence,GraphQL,Nginx,LLVM,Next.js,PySpark,Emacs,JIRA,Hadoop
AI Researcher,Bitbucket,SQL,Swift,Storybook,BigQuery,Communication,CD,Leadership,Nginx,LLVM,Agile,GraphQL,Athena,Debugging,,,,
Mobile Developer,Linux CLI,Hibernate,Spark,Kotlin,Bitbucket,Redis,OOP,iOS,Athena,Functional Programming,Storybook,Nginx,,,,,,
Compliance Engineer,GitLab,Jupyter,Redux,Kafka,FastAPI,LLVM,OOP,Snowflake,CI,Athena,Vulkan,Redis,Spring Boot,SASS,Shell Scripting,MongoDB,,
AI Engineer,AR,Leadership,Babel,Analytics,Spring Boot,Math,VSCode,Spark,Apache,Linux CLI,,,,,,,,
System Administrator,ROS,Computer Vision,Emacs,Functional Programming,Spring Boot,Verilog,Math,Swift,CI,Storybook,,,,,,,,
Computer Vision Engineer,BigQuery,ETL,Apache,LESS,Scrum,PySpark,System Design,Next.js,Vulkan,Analytics,Computer Vision,Swift,Superset,Webpack,,,,
Ethical Hacker,Kotlin,ElasticSearch,Vulkan,Functional Programming,CD,VR,MongoDB,Bitbucket,iOS,Analytics,,,,,,,,
Ethical Hacker,Debugging,Testing,Math,BigQuery,OOP,R,Confluence,RESTful API,Babel,Verilog,ElasticSearch,Nuxt.js,Storybook,Nginx,ROS,Android,Xamarin,
Technical Writer,Verilog,Django,Mocha,CD,FastAPI,Bitbucket,Jupyter,ETL,Spark,Athena,,,,,,,,
System Administrator,API Management,Django,Superset,VR,PySpark,Agile,ETL,LLVM,,,,,,,,,,
Business Intelligence Analyst,Testing,Xamarin,Confluence,Functional Programming,Mocha,Apache,Simulink,System Design,Babel,FastAPI,Jest,Looker,,,,,,
Automation Engineer,Spark,OpenGL,LESS,ElasticSearch,Mocha,ETL,Kotlin,JIRA,PySpark,Simulink,Storybook,Athena,GitLab,Functional Programming,Jest,,,
AI Researcher,CI/CD,Bitbucket,Airflow,GraphQL,Android,CI,Spring Boot,ETL,Computer Vision,,,,,,,,,
Digital Forensics Analyst,iOS,Communication,Looker,Matlab,Spring Boot,Testing,BigQuery,Jest,Redux,Redis,,,,,,,,
IoT Engineer,FastAPI,GitHub,GitLab,LLVM,Redis,Snowflake,Apache,Jupyter,Hibernate,Flask,Spark,Nuxt.js,Xamarin,,,,,
Frontend Developer,DSA,Android,Computer Vision,Superset,Spring Boot,Airflow,Spark,Hadoop,Communication,Confluence,Nuxt.js,,,,,,,
Data Scientist,Spring Boot,SQL,BigQuery,GitLab,Redis,SASS,Functional Programming,Babel,Computer Vision,Webpack,GitHub,Snowflake,VR,Bitbucket,API Management,,,
Security Engineer,Confluence,ROS,Nuxt.js,VSCode,DSA,Webpack,Leadership,SQL,Scrum,,,,,,,,,
Network Engineer,GitLab,Snowflake,Scrum,BigQuery,LLVM,System Design,Looker,VR,,,,,,,,,,
Security Engineer,Chai,JIRA,API Management,Analytics,Android,Storybook,Mocha,Flask,NoSQL,LESS,Kotlin,Snowflake,ROS,Next.js,TensorRT,Xamarin,,
Research Engineer,Scrum,RESTful API,Security,Babel,Kotlin,Looker,CD,TensorRT,,,,,,,,,,
IT Project Manager,Nginx,Redis,FPGA,Hibernate,Math,System Design,FastAPI,LLVM,Athena,Vulkan,Shell Scripting,Babel,Storybook,Functional Programming,Kafka,Jupyter,Chai,R
Automation Engineer,Emacs,Shell Scripting,Looker,Webpack,LLVM,Flask,Vulkan,API Management,Android,Storybook,Leadership,ROS,CI,Athena,Linux CLI,,,
Integration Engineer,Flask,Swift,Emacs,GraphQL,Simulink,Functional Programming,Matlab,Athena,Webpack,BigQuery,Computer Vision,Nuxt.js,Kafka,Spring Boot,,,,
Compliance Engineer,OpenGL,Jest,Verilog,Snowflake,FPGA,ROS,Redis,GraphQL,,,,,,,,,,
Data Analyst,Airflow,CI,GitLab,ElasticSearch,RESTful API,Communication,System Design,Simulink,Confluence,Emacs,,,,,,,,
Blockchain Developer,Shell Scripting,Nuxt.js,Snowflake,Hibernate,Swift,Apache,LLVM,Cloud Computing,Agile,Athena,Mocha,Kotlin,Spark,FastAPI,VSCode,TensorRT,,
Game Developer,Redux,GitLab,Kotlin,NoSQL,TensorRT,Spring Boot,Simulink,Webpack,Xamarin,Bitbucket,Agile,Flask,Next.js,R,Redis,,,
Database Administrator,BigQuery,Scrum,Communication,Spark,Matlab,Next.js,MongoDB,Math,Debugging,Webpack,GitLab,,,,,,,
Web3 Developer,AR,Math,Shell Scripting,Bitbucket,OOP,CI,Kotlin,OpenGL,Agile,Kafka,Analytics,Computer Vision,Superset,Communication,FastAPI,iOS,System Design,Nginx
Site Reliability Engineer,FastAPI,Django,Matlab,Spark,Agile,System Design,API Management,Redux,OOP,NoSQL,GitHub,Leadership,Xamarin,Athena,VSCode,,,
AR/VR Developer,Cloud Computing,Kafka,Confluence,Nginx,System Design,Jupyter,Spark,Django,Hibernate,Android,OOP,Spring Boot,,,,,,
QA Engineer,Functional Programming,Spark,Chai,FastAPI,Scrum,ElasticSearch,Jupyter,BigQuery,OOP,Redux,GitLab,Webpack,FPGA,Android,LLVM,JIRA,Computer Vision,Security
Fullstack Developer,GraphQL,Cloud Computing,SQL,Debugging,Shell Scripting,Testing,CI,Hibernate,Security,JIRA,Linux CLI,Flask,,,,,,
Automation Engineer,Shell Scripting,Looker,Storybook,BigQuery,Nuxt.js,Simulink,MongoDB,Airflow,OpenGL,Hibernate,Matlab,Communication,,,,,,
IT Consultant,Scrum,Hibernate,Storybook,Simulink,LLVM,Functional Programming,LESS,Verilog,Computer Vision,GitLab,TensorRT,DSA,Airflow,AR,Vulkan,Babel,FPGA,
Embedded Systems Engineer,iOS,Functional Programming,Security,Leadership,Bitbucket,SQL,Linux CLI,Communication,Jest,OpenGL,PySpark,,,,,,,
Frontend Developer,R,Nginx,Shell Scripting,NoSQL,Apache,Chai,SASS,Snowflake,CI/CD,Redux,Jupyter,Athena,BigQuery,,,,,
AI Engineer,FastAPI,Xamarin,Leadership,Chai,Superset,Analytics,Bitbucket,Storybook,API Management,,,,,,,,,
IoT Engineer,Nuxt.js,Hibernate,Scrum,Apache,Matlab,DSA,Computer Vision,Xamarin,ElasticSearch,,,,,,,,,
Frontend Developer,Apache,Debugging,Spring Boot,AR,TensorRT,Agile,VSCode,Chai,,,,,,,,,,
AR/VR Developer,Matlab,ROS,Agile,SASS,Chai,Flask,LESS,Hibernate,Xamarin,,,,,,,,,
Digital Forensics Analyst,SASS,Functional Programming,ETL,Mocha,LLVM,Superset,R,Redis,Looker,Verilog,Spring Boot,OpenGL,VSCode,Nginx,Cloud Computing,Debugging,Simulink,
Compliance Engineer,Agile,Xamarin,Mocha,GraphQL,ROS,R,Swift,Verilog,OpenGL,GitLab,Spark,BigQuery,,,,,,
Machine Learning Engineer,Spark,Security,AR,ROS,Jest,Athena,ElasticSearch,Kotlin,Scrum,Vulkan,VR,OpenGL,FastAPI,Math,Computer Vision,Jupyter,CI,Airflow
Blockchain Developer,BigQuery,Leadership,SASS,MongoDB,LESS,SQL,Nginx,Flask,Android,Webpack,Mocha,Confluence,AR,Kotlin,FastAPI,GraphQL,Math,
AI Engineer,Babel,Kafka,System Design,GitLab,Django,Simulink,RESTful API,Nginx,,,,,,,,,,
Mobile Developer,GraphQL,API Management,Jest,FPGA,Emacs,Mocha,Simulink,CI,Testing,Verilog,Next.js,Nuxt.js,Looker,Hibernate,Spark,Kotlin,Computer Vision,Flask
Data Governance Specialist,Chai,Storybook,Agile,VR,Hadoop,Hibernate,Kotlin,Confluence,NoSQL,Matlab,Simulink,Security,Debugging,ROS,,,,
Data Analyst,Debugging,VSCode,VR,System Design,Spring Boot,Security,AR,Cloud Computing,R,iOS,Kotlin,Mocha,Chai,Vulkan,ROS,,,
Business Intelligence Analyst,Leadership,VR,Verilog,ROS,Android,Testing,Simulink,Math,TensorRT,,,,,,,,,
Automation Engineer,Redis,Hibernate,API Management,Jest,FastAPI,TensorRT,Next.js,Hadoop,Athena,RESTful API,CD,Superset,GraphQL,Cloud Computing,VSCode,,,
Data Scientist,Chai,Xamarin,Functional Programming,Flask,CI,FastAPI,Snowflake,Matlab,GitHub,Confluence,Next.js,Athena,Jupyter,Verilog,BigQuery,Spring Boot,Webpack,GitLab
Data Engineer,Communication,GitLab,Snowflake,Functional Programming,Jest,Simulink,OpenGL,Scrum,FPGA,,,,,,,,,
AI Researcher,JIRA,SQL,ElasticSearch,Jest,GitLab,ETL,Django,RESTful API,Communication,Spark,CD,CI/CD,Security,OpenGL,Looker,NoSQL,,
Network Engineer,Android,FPGA,FastAPI,LESS,GraphQL,Verilog,LLVM,Looker,Superset,Shell Scripting,Spring Boot,AR,Leadership,Flask,API Management,RESTful API,Security,Kotlin
Information Security Analyst,Debugging,VSCode,Linux CLI,Confluence,Leadership,Storybook,iOS,Spring Boot,JIRA,Shell Scripting,Swift,Apache,FastAPI,PySpark,ETL,Athena,Looker,
Site Admin,Shell Scripting,SASS,Chai,System Design,LLVM,Debugging,Simulink,Xamarin,PySpark,Analytics,Agile,Spring Boot,Snowflake,Confluence,Security,Matlab,Django,VSCode
Platform Engineer,iOS,Jest,Django,Scrum,Babel,Spring Boot,ElasticSearch,Redux,,,,,,,,,,
Data Analyst,Analytics,Mocha,Communication,CI,Chai,CI/CD,BigQuery,Swift,Android,Linux CLI,Looker,Kafka,FPGA,API Management,,,,
Test Engineer,AR,JIRA,API Management,Agile,FPGA,Spark,Testing,Swift,Nginx,,,,,,,,,
VR Developer,Swift,Analytics,Computer Vision,AR,Linux CLI,GitHub,GraphQL,Bitbucket,Functional Programming,ElasticSearch,Kafka,Redux,Jest,Babel,PySpark,,,
Integration Engineer,CI/CD,Confluence,ElasticSearch,Matlab,OpenGL,Debugging,CI,FastAPI,,,,,,,,,,
IT Project Manager,Redis,Verilog,Vulkan,AR,Hibernate,Bitbucket,iOS,Storybook,Flask,Communication,Scrum,RESTful API,,,,,,
BI Developer,PySpark,Hibernate,SQL,SASS,Spark,Webpack,Nginx,Spring Boot,Leadership,Shell Scripting,System Design,Simulink,Functional Programming,Looker,,,,
Test Engineer,CD,RESTful API,Scrum,Spark,ROS,Hibernate,iOS,System Design,Redux,Flask,MongoDB,Matlab,,,,,,
Site Admin,Shell Scripting,FPGA,System Design,Superset,Looker,Testing,VSCode,Babel,Django,,,,,,,,,
Data Analyst,Leadership,Apache,LESS,ROS,FastAPI,Redis,Superset,iOS,Kafka,Math,Next.js,Agile,Babel,Looker,Analytics,Xamarin,,
Linux Administrator,LLVM,LESS,Hibernate,OOP,SQL,System Design,Emacs,Debugging,Computer Vision,FPGA,Verilog,Simulink,Chai,CI/CD,Leadership,,,
AI Researcher,LESS,JIRA,Spring Boot,FastAPI,LLVM,CI/CD,Apache,Hadoop,,,,,,,,,,
Data Engineer,Confluence,Leadership,Emacs,Security,FPGA,ROS,LESS,Nginx,Computer Vision,Apache,Kotlin,VSCode,VR,Bitbucket,Airflow,RESTful API,AR,JIRA
Web Developer,Testing,Android,ElasticSearch,Swift,Jupyter,Webpack,RESTful API,Xamarin,Confluence,Debugging,OOP,GraphQL,Kotlin,Emacs,NoSQL,Shell Scripting,,
Cloud Security Engineer,Babel,Leadership,Security,CI/CD,Airflow,Chai,Snowflake,Emacs,,,,,,,,,,
Business Intelligence Analyst,Chai,CD,Jupyter,GraphQL,BigQuery,Athena,PySpark,System Design,Android,Kafka,Vulkan,Verilog,Looker,,,,,
Product Manager,Hadoop,Looker,JIRA,API Management,Spark,GitLab,Simulink,CD,Kafka,Shell Scripting,ETL,,,,,,,
IoT Engineer,Security,Swift,System Design,Superset,Storybook,Spring Boot,Hadoop,Redis,ROS,OOP,ETL,Agile,PySpark,BigQuery,,,,
Network Engineer,Functional Programming,Babel,Jest,Flask,Linux CLI,CI/CD,GitLab,ETL,Vulkan,Xamarin,Math,LLVM,GitHub,Computer Vision,Scrum,Superset,,
Data Engineer,Swift,GitHub,Babel,System Design,OpenGL,Scrum,Apache,CI,Webpack,Mocha,JIRA,Flask,Django,Vulkan,,,,
Cloud Engineer,JIRA,Webpack,Snowflake,TensorRT,FastAPI,Vulkan,NoSQL,Jest,,,,,,,,,,
Cybersecurity Analyst,BigQuery,LESS,Leadership,Math,Athena,System Design,Agile,Next.js,LLVM,Debugging,SQL,Chai,Redis,ElasticSearch,Airflow,Looker,,
UI/UX Designer,Functional Programming,Babel,GraphQL,CI/CD,Spark,NoSQL,SQL,Airflow,Nuxt.js,BigQuery,API Management,Matlab,FPGA,Swift,,,,
